Engine size in CC,Number of female owners,Type of fuel,Number of male owners,Manufacturer,Model,Price,Power (BHP) of the car,Total number of owners,Car Transmission,Gender unclassified
1384.0,4368,petrol,3156,Seat,Arosa,13.70454545,47.45454545,7840,4.818181818,316
2876.0,1969,diesel,5483,Mercedes,ML,77.41666667,188.33333330000002,7831,7.0,379
2222.7105260000003,659,diesel,6698,Mercedes,Sprinter,43.06842105,104.20175440000001,7824,6.254385965,467
2634.222222,1146,petrol,6218,Volvo,960,40.7645,133.3333333,7770,4.333333333,406
1781.0,1272,petrol,6005,Volkswagen,Corrado,35.34,118.0,7613,5.0,336
1936.6,1317,petrol,5817,Mazda,Xedos,28.9602,100.8,7428,4.4,294
1746.9444440000002,1693,petrol,4996,Seat,Alhambra,49.82277778,115.83333329999999,7162,6.0,473
903.0,3853,petrol,2935,Seat,Marbella,6.494,30.0,7041,5.0,253
1998.0,1109,petrol,5679,Daewoo,Leganza,23.245,98.0,7013,4.5,225
1507.5,2275,petrol,4418,Renault,9,11.49625,50.25,6913,4.75,220
3071.0,1182,petrol,5362,Porsche,Boxster,83.50125,213.5,6879,6.5,335
1498.0,2700,petrol,3668,Honda,HR-V,32.723,96.0,6633,3.6,265
2116.0,1096,petrol,5330,Hyundai,Sonata,31.7425,119.66666670000001,6620,4.833333333,194
1594.0,1930,petrol,4206,Kia,Mentor,14.76166667,75.0,6328,4.666666667,192
1634.2,2100,diesel,3963,Kia,Sportage,43.97,115.3,6295,6.6,232
1998.0,1837,petrol,3996,Toyota,Picnic,25.29875,94.0,6194,4.5,361
2367.181818,790,petrol,4893,Peugeot,605,35.25972727,104.6363636,5889,4.727272727,206
3999.0,604,petrol,4961,BMW,M3,135.1055,309.0,5747,6.5,182
1372.666667,2966,petrol,2520,Suzuki,Jimny,25.94322222,67.0,5732,4.777777778,246
2011.5555559999998,1136,petrol,4133,Audi,TT,64.59222222,178.5555556,5567,6.777777778,298
2953.588235,861,diesel,4392,Nissan,Patrol,38.48247059,90.94117647,5415,4.882352941000001,162
6208.0,1248,petrol,3802,Mercedes,SLS,264.675,420.0,5284,7.0,234
1428.4,2384,petrol,2713,Mazda,Demio,14.7754,51.4,5276,4.8,179
1997.142857,1313,diesel,3574,Peugeot,806,29.57028571,84.0,5156,5.0,269
2719.842105,1323,diesel,3576,Chrysler,Voyager,39.70773684,117.57894740000002,5132,4.8421052630000005,233
2652.375,613,petrol,4295,Alfa-Romeo,164,38.39725,131.0,5129,4.75,221
1696.4285710000001,1272,petrol,3572,Alfa-Romeo,146,18.19842857,87.71428571,5083,5.0,239
2555.285714,642,petrol,4211,Nissan,Maxima,34.10357143,121.8571429,5074,4.571428571,221
1730.0,464,petrol,4398,Lotus,Elise,53.792,134.33333330000002,5073,6.0,211
3358.666667,613,petrol,4039,Honda,Legend,69.39699999999999,173.0,4879,5.0,227
2019.75,1354,petrol,3290,Fiat,Ulysse,36.70125,91.75,4837,4.875,193
2309.0,1730,petrol,2753,Audi,Cabriolet,43.9745,98.0,4735,4.5,252
2344.0,486,petrol,3710,Volvo,S70,36.90769355,126.14516129999998,4428,4.5,232
1351.0,838,petrol,3243,Alfa-Romeo,33,13.818,66.0,4242,5.0,161
2328.333333,973,petrol,2902,Mazda,MX-6,30.92666667,110.33333329999999,4067,4.666666667,192
1696.4285710000001,1088,petrol,2592,Alfa-Romeo,145,17.42714286,87.71428571,3869,5.0,189
1762.75,656,petrol,3102,Opel,Manta,11.9845625,69.0,3834,4.0,76
2016.7777780000001,489,petrol,3195,Alfa-Romeo,155,23.90933333,100.66666670000001,3798,5.0,114
1495.0,1700,petrol,1930,Daihatsu,Terios,26.19775,77.0,3797,4.625,167
2254.0,1044,petrol,2431,Honda,Shuttle,30.081,110.0,3707,4.0,232
1520.952381,1128,petrol,2447,Datsun,Sunny,11.81928571,56.85714286,3675,4.619047619,100
2696.5,969,petrol,2488,Alfa-Romeo,Spider,55.2,163.5,3649,6.0,192
1391.023256,1337,diesel,2162,Renault,Kangoo,18.76848837,67.02325581,3602,4.860465116,103
1986.766667,293,diesel,3019,Volvo,S80,50.94,138.2833333,3536,6.266666667000001,224
1594.0,821,petrol,2329,Kia,Shuma,15.16166667,75.0,3266,4.666666667,116
1325.0,1309,petrol,1826,Suzuki,Samurai,12.25,43.0,3256,5.0,121
1452.0,987,diesel,2112,Citroen,Berlingo,27.4386,85.28,3182,6.34,83
2755.571429,601,diesel,2359,Ssangyong,Musso,38.79428571,98.57142857,3068,4.428571429,108
1597.0,533,petrol,2373,Hyundai,Stellar,11.263,55.0,2992,4.5,86
1183.25,1439,petrol,1388,Daihatsu,Sirion,14.333375,59.875,2950,4.5625,123
652.0,1529,petrol,1255,Fiat,126,3.781,18.0,2894,4.0,110
1206.0,639,petrol,2148,Nissan,Silvia,21.01833333,66.0,2867,4.666666667,80
469.6,735,petrol,1943,Skoda,120,3.3322,15.6,2744,4.6,66
1347.666667,785,petrol,1709,Toyota,Tercel,9.999666667,49.33333333,2602,4.333333333,108
1962.0588239999997,440,diesel,1965,Fiat,Croma,34.33029412,105.0,2475,5.5882352939999995,70
2979.0,273,petrol,2062,BMW,640i,114.87583329999998,235.0,2412,8.0,77
1615.3707869999998,667,petrol,1622,Seat,Leon,32.93965169,114.8202247,2402,6.348314607000001,113
1849.5454550000002,472,petrol,1863,Renault,18,12.84981818,57.36363636,2395,4.6363636360000005,60
1817.315789,770,petrol,1512,Mitsubishi,Space,23.16515789,82.15789474,2385,3.947368421,103
1497.0,1146,petrol,1026,Toyota,Paseo,15.764000000000001,66.0,2275,5.0,103
2309.340426,501,diesel,1565,Mercedes,Viano,57.22905851,120.42553190000001,2206,5.234042553,140
1753.0,699,petrol,1394,Fiat,Multipla,25.2075,80.5,2186,5.0,93
1350.0,813,petrol,1200,Datsun,Cherry,8.400222222,44.55555556,2068,4.333333333,55
1518.6785710000001,657,petrol,1320,Opel,Kadett,13.31085714,53.33928571,2056,4.089285714,79
1638.888889,296,petrol,1693,Lancia,Delta,29.043000000000003,105.07407409999999,2043,5.851851852,54
1568.0,378,petrol,1605,Lada,Niva,12.241,57.0,2029,5.0,46
1938.0,581,petrol,1345,Mazda,Premacy,23.22409091,82.0,2001,4.909090909,75
2323.9375,339,petrol,1512,Volvo,C70,52.19640625,126.5,1977,5.3125,126
1985.0,366,petrol,1523,Saab,99,11.34,74.0,1974,4.0,85
4957.0,181,petrol,1698,Porsche,928,110.0985,235.0,1966,5.0,87
4395.0,111,petrol,1776,BMW,M550i,134.789,390.0,1960,8.0,73
2981.0,136,petrol,1719,Audi,A8,116.545,230.0,1950,8.0,95
1998.0,287,petrol,1516,Triumph,TR7,13.137,93.5,1870,5.0,67
1590.0,567,petrol,1216,Daihatsu,Applause,15.6985,73.0,1866,4.5,83
1994.0,164,petrol,1628,Rover,2000,17.182000000000002,74.0,1834,5.0,42
1343.0,1028,petrol,723,Honda,Logo,13.382,48.0,1828,2.5,77
2238.631579,562,petrol,1191,Chrysler,PT,29.88478947,109.1052632,1826,4.736842105,73
989.0,867,petrol,838,Daihatsu,Move,12.924000000000001,43.0,1796,4.0,91
2304.97561,271,diesel,1368,Land-Rover,Defender,108.74719509999998,207.6097561,1721,7.853658537,82
3590.0,168,petrol,1457,Daimler,3.6,71.602,149.0,1675,4.0,50
1590.0,601,petrol,966,Honda,CRX,28.735,100.66666670000001,1647,4.666666667,80
4988.0,153,petrol,1417,BMW,850i,111.993,220.0,1626,5.0,56
1275.0,348,petrol,1216,Morris,Marina,5.757999999999999,43.0,1585,4.0,21
1559.181818,366,petrol,1164,Fiat,Regata,12.73581818,54.0,1574,4.6363636360000005,44
5733.0,166,petrol,1330,Porsche,Carrera,646.605,450.0,1547,6.0,51
1808.384615,256,petrol,1201,Lancia,Dedra,21.76576923,81.69230769,1504,5.0,47
2995.0,76,petrol,1366,Lotus,Esprit,93.42433333,233.0,1481,5.0,39
2144.0,140,petrol,1282,Audi,Quattro,61.235,147.0,1466,5.0,44
2652.8,223,diesel,1186,Nissan,Laurel,18.6532,74.8,1447,4.6,38
2309.0,214,petrol,1091,Audi,Cabriolet,43.9745,98.0,1349,4.5,44
3980.0,134,petrol,1073,Daimler,4,92.79799999999999,166.0,1262,4.0,55
1289.0,305,petrol,908,Skoda,130,6.895,46.0,1243,5.0,30
1747.0,317,petrol,849,Fiat,Barchetta,28.295,96.0,1226,5.0,60
2799.272727,134,petrol,1043,Lancia,Thema,50.143,155.5454545,1224,5.818181817999999,47
3228.0,113,petrol,1043,Aston-Martin,DB7,158.82299999999998,250.0,1203,4.5,47
1590.0,703,petrol,394,Suzuki,X-90,16.641,71.0,1142,4.5,45
1668.333333,296,petrol,758,Datsun,Stanza,9.58,61.66666667,1089,4.5,35
1487.5,195,petrol,837,Morris,Ital,8.118,51.5,1051,4.0,19
1997.0,198,petrol,804,Honda,S2000,55.25,177.0,1048,6.0,46
1984.0,166,petrol,813,Audi,S3,60.87,228.0,1030,6.75,51
1166.142857,763146,petrol,689216,Ford,Fiesta,18.53214286,68.57142857,1499732,5.714285714,47370
1650.2051279999998,465322,petrol,905246,Ford,Escort,16.20874359,63.56410256,1408768,4.461538462,38200
1994.0,193015,petrol,440443,Rover,2000,17.182000000000002,74.0,652975,5.0,19517
1836.5,104583,petrol,445835,Ford,Sierra,18.2955625,70.25,562024,4.875,11606
1537.406593,196367,petrol,302681,Volkswagen,Golf,31.24215385,89.46153846,525428,6.164835165,26380
1279.6956519999999,300104,petrol,199629,Nissan,Micra,20.3776087,67.95652174,519526,4.869565217,19793
1998.5,86013,petrol,380910,Ford,Mondeo,39.97375,130.25,479654,1.75,12731
1408.055556,219061,petrol,177152,Volkswagen,Polo,18.1925,60.96296296,416140,5.074074073999999,19927
1219.6538460000002,212654,petrol,134415,Renault,Clio,22.1,75.57692308,360707,5.615384615,13638
1995.7777780000001,87033,petrol,233017,BMW,320i,47.84837037,126.1111111,333981,6.444444444,13931
1430.75,142491,petrol,142294,Peugeot,205,13.11525,50.875,297318,4.75,12533
1698.64,104578,petrol,169731,Peugeot,306,18.64264,67.0,285422,4.84,11113
1366.294118,160927,petrol,98398,Peugeot,106,12.35588235,53.88235294,269156,4.647058824,9831
1593.111111,70046,petrol,192361,Ford,Orion,15.40377778,60.11111111,268281,5.0,5874
1773.0,46656,petrol,191716,Peugeot,405,20.43008333,69.875,245599,4.791666667,7227
1480.575,94384,petrol,131253,Honda,Civic,29.942625,106.225,236277,4.5,10640
1677.949153,69690,petrol,115088,Toyota,Corolla,27.23911864,91.61016949,192741,3.033898305,7963
2326.3589739999998,24286,petrol,155290,Ford,Granada,18.84548718,87.07692308,183141,4.076923077,3565
1623.793103,64596,petrol,105805,Renault,Megane,26.449886699999997,87.31034483,177790,5.408866995,7389
1242.0,95264,petrol,69266,Citroen,AX,10.83275,45.0,170946,5.0,6416
1933.021739,28927,petrol,115704,Nissan,Primera,26.51269565,93.58695652,149552,4.02173913,4921
1791.2307690000002,29779,petrol,113811,Toyota,Carina,17.44569231,68.26923077,149524,4.692307692,5934
1642.875,48782,petrol,93637,Peugeot,309,14.350125,59.5,147080,4.875,4661
1337.714286,66784,petrol,63379,Fiat,Uno,11.28285714,49.28571429,135273,4.285714286,5110
1703.1538460000002,41532,petrol,81329,Citroen,ZX,16.05676923,67.0,128171,4.923076923,5310
1920.026316,23709,diesel,96813,Renault,Laguna,34.02059211,99.0,124266,5.552631579,3744
2979.0,18360,petrol,100809,BMW,535i,93.71425,225.0,123949,8.0,4780
1645.133333,36012,petrol,79232,Renault,19,16.29053333,57.86666667,119106,4.8,3862
1891.7,23657,petrol,90413,Nissan,Bluebird,14.4382,64.2,117393,4.9,3323
1683.607843,46066,petrol,64018,Mazda,323,17.34364706,70.92156863,114794,4.745098039,4710
2151.647059,21641,petrol,83977,Honda,Accord,39.39984314,117.70588240000001,110710,5.784313725,5092
1835.8461539999998,20757,petrol,82963,Volkswagen,Passat,46.06451282,125.43589740000002,108945,6.487179487000001,5225
1367.272727,55057,petrol,49654,Citroen,Saxo,12.32981818,53.81818182,107537,4.818181818,2826
1832.888889,29263,petrol,71066,Volvo,440,20.27896296,72.85185185,105013,4.1111111110000005,4684
2425.428571,19904,diesel,76860,Land-Rover,Discovery,107.4521429,182.5714286,100688,8.0,3924
1982.756098,17331,petrol,79107,Citroen,Xantia,24.84390244,84.92682927,99967,4.756097561,3529
1196.0,58449,petrol,31187,Ford,Ka+,15.46,60.8,94058,5.0,4422
2247.333333,15788,petrol,62553,Audi,80,27.09825,91.75,81271,4.666666667,2930
2043.820513,11629,petrol,61936,Peugeot,406,28.60820513,92.82051282,76236,4.756410256000001,2671
1950.90625,14350,petrol,56998,Mazda,626,20.7195,81.375,73771,4.71875,2423
1596.92,13272,petrol,51425,Mercedes,CLA,46.5274,131.6,68426,7.04,3729
1996.684211,14878,petrol,51086,Renault,21,20.35378947,67.68421053,68192,4.789473684,2228
2208.090909,13908,petrol,45407,Saab,900,37.00904545,114.68181820000001,63332,4.590909091,4017
1847.6666670000002,21438,petrol,39666,Nissan,Almera,22.78208333,81.66666667,63172,4.916666667,2068
1095.777778,32540,petrol,26216,Fiat,Panda,10.42388889,52.44444444,61125,5.0,2369
1205.192982,26951,petrol,31927,Seat,Ibiza,19.93814035,76.31578947,61027,5.649122807,2149
1518.0,18386,petrol,38920,Skoda,Felicia,11.370625,48.0,59323,5.0,2017
1497.169492,17200,petrol,38471,Ford,Focus,30.61932203,94.03389831,57949,5.966101695,2278
1446.125,21431,diesel,34035,Fiat,Tipo,23.585,80.8125,57626,5.8125,2160
2284.1333329999998,11793,petrol,42515,Mercedes,190,36.64326667,88.73333333,56928,4.466666667,2620
2813.0,5796,petrol,47709,Jaguar,XJ,137.5695455,223.5454545,55485,8.0,1980
1631.5,29648,petrol,23725,Peugeot,206,20.03375,71.33333333,54548,4.833333333,1175
2598.818182,7578,petrol,40190,Mercedes,E,78.07322727,192.4,50515,7.672727273,2747
2336.52,7598,petrol,39734,Saab,9000,41.61600000000001,125.36,49898,4.6,2566
1479.0,19421,petrol,28542,Hyundai,Accent,14.293,75.4,49452,4.6,1489
1310.0,21991,petrol,24920,Suzuki,Vitara,26.803,85.71428571,48775,5.428571429,1864
2283.112903,8475,petrol,35788,Audi,A4,57.92693548,149.7096774,46688,6.161290322999999,2425
899.0,28446,petrol,16008,Fiat,Cinquecento,7.712000000000001,29.0,46428,5.0,1974
1289.0,13952,petrol,28317,Skoda,Favorit,7.863333333,44.0,43470,5.0,1201
1615.333333,14625,petrol,26936,Fiat,Brava,17.22277778,70.0,42957,4.8888888889999995,1396
2316.0,7658,petrol,31935,Volvo,940,30.236875,110.0,41755,4.5,2162
868.3333332999998,22847,petrol,15920,Rover,Mini,7.92,33.33333333,40283,4.0,1516
1798.0,8546,petrol,25659,Renault,Espace,59.0,166.0,36104,7.0,1899
2294.764706,5973,petrol,27993,Volvo,850,36.38445588,125.70588240000001,36066,4.5,2100
1861.8333329999998,9010,petrol,24332,Toyota,Celica,31.5255,109.66666670000001,34692,5.166666667,1350
1718.5714289999999,15578,petrol,16655,Mazda,MX-5,37.46857143,103.42857140000001,34500,5.857142857,2267
1308.285714,19449,petrol,13559,Toyota,Starlet,11.389000000000001,53.0,34410,4.1428571430000005,1402
2521.0924370000002,5295,diesel,26214,Land-Rover,Range,107.6705126,196.3361345,32740,8.277310924,1231
1587.222222,8145,petrol,22843,Volkswagen,Jetta,31.30566667,96.92592593,32096,6.259259258999999,1108
2349.08,5099,petrol,25369,Audi,100,37.32636,101.12,31621,4.76,1153
1855.0,8683,diesel,20860,Ford,Galaxy,53.78571429,124.8571429,31355,6.0,1812
2972.3076920000003,5667,petrol,23886,Mercedes,300,62.39565385,135.5,30995,4.384615385,1442
1498.0,10344,petrol,18560,Daewoo,Nexia,12.47666667,58.66666667,29934,4.666666667,1030
1180.5454550000002,14667,petrol,14031,Suzuki,Swift,19.08518182,68.90909091,29733,3.727272727,1035
1794.0,8962,petrol,19611,Toyota,MR2,34.19,103.0,29705,6.0,1132
2261.193548,13626,petrol,14048,Toyota,RAV4,43.54851613,137.7741935,29299,1.35483871,1625
1741.0,7272,petrol,20917,Hyundai,Lantra,16.4455,78.0,28918,4.666666667,729
2050.333333,8490,petrol,18837,Honda,Prelude,27.78966667,110.66666670000001,28531,4.666666667,1204
1374.046512,13376,petrol,13049,Mitsubishi,Colt,17.03876744,73.48837209,27527,5.302325581,1102
1477.0,9298,petrol,17061,Renault,11,11.63114286,47.14285714,27234,4.428571429,875
1743.4418600000001,8636,petrol,17665,Citroen,Xsara,22.36209302,72.58139535,27228,4.88372093,927
1824.4285710000001,6325,petrol,19129,Volvo,460,20.49710714,72.42857143,26563,4.1428571430000005,1109
2521.0924370000002,3666,diesel,21917,Land-Rover,Range,107.6705126,196.3361345,26185,8.277310924,602
2998.0,2657,petrol,21376,BMW,740i,115.53299999999999,250.0,24989,8.0,956
1977.259259,4057,petrol,19845,Renault,25,22.35277778,80.92592593,24530,4.222222222,628
1466.307692,8888,petrol,14316,Fiat,Bravo,22.455,92.30769231,24033,6.0,829
1506.5,8641,petrol,13923,Daewoo,Lanos,13.24516667,66.66666667,23424,4.833333333,860
2083.523077,7399,diesel,14699,Land-Rover,Freelander,43.86363077,105.1692308,23275,5.292307692,1177
1750.615385,5619,petrol,16679,Volkswagen,Scirocco,33.70615385,120.1538462,23022,6.153846154,724
1541.5,6879,petrol,14908,Honda,Concerto,16.67175,74.0,22770,4.5,983
1873.261538,3725,petrol,18184,Toyota,Avensis,37.31523077,103.6769231,22742,4.323076923,833
2458.909091,2580,petrol,19195,Ford,Scorpio,30.86290909,105.54545449999999,22399,4.454545455,624
1864.8,3353,petrol,18111,Ford,Capri,11.7129,69.0,21831,4.0,367
1372.4,5667,petrol,15403,Lada,Samara,10.9158,49.8,21559,5.0,489
2127.333333,3771,petrol,16881,Mitsubishi,Galant,25.08266667,93.6,21346,4.533333333,694
2106.5,4316,petrol,15750,Volvo,S40,35.28132353,113.3529412,21150,5.176470588,1084
2245.6,3329,petrol,16132,Toyota,Camry,30.0062,115.46666670000002,20251,3.2,790
1921.46789,5100,petrol,13136,Volvo,V40,35.81481651,117.43119270000001,19342,6.293577982,1106
1324.0,10025,petrol,8458,Kia,Pride,9.358333333,47.0,19177,4.333333333,694
935.625,8355,petrol,9395,Ford,Puma,30.3775,94.0625,18737,6.3125,987
1817.315789,5738,petrol,11546,Mitsubishi,Space,23.16515789,82.15789474,18287,3.947368421,1003
1773.7,3814,petrol,13698,Mitsubishi,Carisma,22.69,82.2,18184,4.8,672
2239.666667,4730,petrol,12065,Toyota,Previa,43.08,105.0,17799,4.666666667,1004
1463.857143,6796,petrol,10115,Hyundai,Pony,10.32442857,54.35714286,17412,4.1428571430000005,501
2084.3793100000003,4049,petrol,11620,Subaru,Legacy,37.52210345,107.37931029999999,16913,3.8965517239999996,1244
1475.0,6302,petrol,9948,Volkswagen,Beetle,33.25025,112.75,16887,6.166666667,637
1757.6,3641,petrol,11939,Subaru,Impreza,30.5976,97.6,16627,1.8,1047
1759.1904760000002,3802,petrol,12172,Fiat,Tempra,17.91985714,64.47619048,16450,4.19047619,476
1397.8,7912,petrol,7011,Toyota,Yaris,20.7206,74.4,15730,3.52,807
1424.666667,5524,petrol,9067,Audi,A3,36.21929825,94.33333333,15638,6.473684211,1047
2345.1,1949,petrol,12898,Citroen,XM,36.35965,110.5,15419,4.55,572
2790.454545,2115,diesel,12464,Audi,A6,82.06090909,199.7272727,15413,7.727272727000001,834
1764.0,2671,petrol,11997,Daewoo,Espero,16.80266667,71.0,15054,4.5,386
1974.0,4229,petrol,10009,Nissan,Prairie,21.406999999999996,72.0,14768,4.5,530
1324.357143,2874,petrol,11371,Seat,Toledo,20.37,74.21428571,14664,5.642857143,419
1971.163636,2286,diesel,10806,Volvo,V70,50.96109091,135.2909091,13924,6.181818182000001,832
2697.368421,3361,diesel,9975,Nissan,Terrano,37.01736842,97.57894737,13753,4.736842105,417
2244.0,3130,petrol,10098,Ford,Probe,24.84,102.0,13623,5.0,395
1908.1666670000002,3891,petrol,9012,Nissan,Serena,22.95383333,67.33333333,13449,5.0,546
2526.5,3380,petrol,9363,Ford,Maverick,29.151,89.0,13169,5.0,426
1335.0,4223,petrol,8338,Triumph,Acclaim,6.050333332999999,52.0,12875,4.333333333,314
1836.875,3059,petrol,9422,Fiat,Marea,20.1241875,79.875,12828,4.875,347
1108.0,7443,petrol,4517,Fiat,Seicento,8.17,40.0,12349,5.0,389
1980.634146,1873,petrol,9984,Audi,Coupe,35.86943902,117.0243902,12248,5.585365854,391
2234.26087,2639,petrol,8911,Peugeot,505,20.65665217,67.0,12153,4.956521738999999,603
1699.119048,5075,petrol,6390,Mercedes,A,31.104511900000002,93.01190476,12053,4.5476190480000005,588
2234.4,4392,petrol,6804,BMW,Z3,39.7374,115.0,11909,4.6,713
1607.25,2494,petrol,8707,Peugeot,305,12.61125,56.25,11578,4.5,377
998.0,5690,petrol,4888,Subaru,Justy,11.745,51.0,11332,5.0,754
3005.4,1029,petrol,9901,Porsche,911,158.7922667,293.53333330000004,11328,7.466666667,398
1854.2,2983,diesel,7494,Volkswagen,Sharan,45.6995,114.0,11284,6.0,807
1363.5,3654,petrol,7173,Suzuki,Baleno,17.587,73.08333333,11164,4.083333333,337
1182.4,3734,petrol,6523,Suzuki,SJ,8.4656,41.4,10620,4.6,363
1655.741935,2967,petrol,7174,Seat,Cordoba,17.31241935,66.35483871,10452,4.967741935,311
1507.5,3307,petrol,6388,Renault,9,11.49625,50.25,10014,4.75,319
1431.333333,5648,petrol,3771,Mazda,121,13.190999999999999,51.33333333,9860,5.0,441
1932.1538460000002,2105,petrol,7298,Volkswagen,Vento,18.16715385,70.30769231,9847,4.692307692,444
1709.5384620000002,2881,petrol,6098,Mitsubishi,Lancer,23.01661538,90.88461538,9308,4.730769231,329
1721.5,4172,petrol,4616,Mazda,MX-3,22.127,83.0,9268,5.0,480
2998.0,1294,petrol,7526,Toyota,Supra,81.295,250.0,9028,8.0,208
1549.8,2571,petrol,6095,Honda,Integra,17.5296,78.4,9012,4.6,346
2181.2,1505,petrol,7114,Audi,90,28.379,91.6,8882,4.6,263
1963.6666670000002,2043,petrol,6055,Saab,9-3X,49.28583333,145.0,8747,6.0,649
2211.071429,1111,petrol,7092,Renault,Safrane,31.79107143,104.1428571,8507,4.571428571,304
2734.5,1360,petrol,6721,Porsche,944,59.4905,137.5,8379,5.0,298
1995.0,2070,petrol,5597,Chrysler,Neon,19.71783333,98.0,7952,4.0,285
1781.0,1339,petrol,6149,Volkswagen,Corrado,35.34,118.0,7845,5.0,357
903.0,4360,petrol,3054,Seat,Marbella,6.494,30.0,7676,5.0,262
2634.222222,1097,petrol,6029,Volvo,960,40.7645,133.3333333,7522,4.333333333,396
3041.0,1652,petrol,5420,Mercedes,CLK,72.79589474,166.3157895,7387,6.210526316,315
2748.333333,2580,petrol,4167,Mercedes,SLK,61.86283333,184.16666669999998,7208,6.833333333,461
1936.6,1212,petrol,5485,Mazda,Xedos,28.9602,100.8,6967,4.4,270
996.0,3977,petrol,2560,Suzuki,Alto,9.5628,50.0,6761,4.6,224
2367.181818,834,petrol,5293,Peugeot,605,35.25972727,104.6363636,6356,4.727272727,229
5000.0,763,petrol,5279,Jaguar,XK,145.6466667,283.0,6334,6.0,292
1520.952381,1962,petrol,4121,Datsun,Sunny,11.81928571,56.85714286,6249,4.619047619,166
1136.692308,1006,petrol,4957,Skoda,Octavia,30.65053846,95.0,6195,6.346153846,232
2116.0,969,petrol,5008,Hyundai,Sonata,31.7425,119.66666670000001,6143,4.833333333,166
1384.0,3295,petrol,2579,Seat,Arosa,13.70454545,47.45454545,6093,4.818181818,219
1762.75,1074,petrol,4794,Opel,Manta,11.9845625,69.0,5994,4.0,126
1090.4,2441,petrol,3263,Suzuki,Wagon,9.8628,50.0,5920,5.0,216
2222.7105260000003,493,diesel,4964,Mercedes,Sprinter,43.06842105,104.20175440000001,5808,6.254385965,351
1594.0,1666,petrol,3749,Kia,Mentor,14.76166667,75.0,5574,4.666666667,159
3999.0,590,petrol,4788,BMW,M3,135.1055,309.0,5553,6.5,175
2652.375,649,petrol,4620,Alfa-Romeo,164,38.39725,131.0,5500,4.75,231
1998.0,815,petrol,4518,Daewoo,Leganza,23.245,98.0,5491,4.5,158
2031.469388,546,petrol,4544,Saab,09-May,52.95719388,146.122449,5465,5.653061224,375
1351.0,1066,petrol,4181,Alfa-Romeo,33,13.818,66.0,5423,5.0,176
1746.9444440000002,1209,petrol,3833,Seat,Alhambra,49.82277778,115.83333329999999,5407,6.0,365
2953.588235,869,diesel,4354,Nissan,Patrol,38.48247059,90.94117647,5373,4.882352941000001,150
1998.0,1517,petrol,3392,Toyota,Picnic,25.29875,94.0,5197,4.5,288
3358.666667,606,petrol,3984,Honda,Legend,69.39699999999999,173.0,4811,5.0,221
2934.631579,507,petrol,4059,Jaguar,S-Type,66.58842105,172.3157895,4771,5.736842105,205
6208.0,1095,petrol,3396,Mercedes,SLS,264.675,420.0,4695,7.0,204
2081.375,656,petrol,3846,Alfa-Romeo,156,32.898125,116.29166670000001,4676,5.333333333,174
469.6,1314,petrol,3254,Skoda,120,3.3322,15.6,4668,4.6,100
2555.285714,571,petrol,3797,Nissan,Maxima,34.10357143,121.8571429,4564,4.571428571,196
1634.2,1410,diesel,2732,Kia,Sportage,43.97,115.3,4281,6.6,139
1597.0,771,petrol,3397,Hyundai,Stellar,11.263,55.0,4267,4.5,99
1696.4285710000001,1052,petrol,2996,Alfa-Romeo,146,18.19842857,87.71428571,4241,5.0,193
2362.0,769,petrol,3127,Ford,Cougar,32.11766667,115.33333329999999,4167,4.666666667,271
2309.0,1566,petrol,2397,Audi,Cabriolet,43.9745,98.0,4163,4.5,200
1997.142857,1012,diesel,2916,Peugeot,806,29.57028571,84.0,4152,5.0,224
1849.5454550000002,834,petrol,3169,Renault,18,12.84981818,57.36363636,4095,4.6363636360000005,92
2019.75,1242,petrol,2677,Fiat,Ulysse,36.70125,91.75,4079,4.875,160
1730.0,341,petrol,3496,Lotus,Elise,53.792,134.33333330000002,4006,6.0,169
3071.0,711,petrol,3051,Porsche,Boxster,83.50125,213.5,3949,6.5,187
2328.333333,926,petrol,2829,Mazda,MX-6,30.92666667,110.33333329999999,3938,4.666666667,183
652.0,2144,petrol,1650,Fiat,126,3.781,18.0,3921,4.0,127
1373.75,2318,petrol,1372,Volkswagen,Lupo,13.88308333,47.75,3898,4.75,208
1206.0,836,petrol,2958,Nissan,Silvia,21.01833333,66.0,3891,4.666666667,97
2016.7777780000001,487,petrol,3099,Alfa-Romeo,155,23.90933333,100.66666670000001,3695,5.0,109
1962.0588239999997,675,diesel,2898,Fiat,Croma,34.33029412,105.0,3669,5.5882352939999995,96
1347.666667,1108,petrol,2366,Toyota,Tercel,9.999666667,49.33333333,3602,4.333333333,128
1350.0,1292,petrol,2054,Datsun,Cherry,8.400222222,44.55555556,3439,4.333333333,93
2344.0,364,petrol,2875,Volvo,S70,36.90769355,126.14516129999998,3429,4.5,190
1696.4285710000001,937,petrol,2256,Alfa-Romeo,145,17.42714286,87.71428571,3364,5.0,171
2696.5,846,petrol,2321,Alfa-Romeo,Spider,55.2,163.5,3341,6.0,174
2254.0,936,petrol,2133,Honda,Shuttle,30.081,110.0,3263,4.0,194
2719.842105,779,diesel,2290,Chrysler,Voyager,39.70773684,117.57894740000002,3216,4.8421052630000005,147
1325.0,1286,petrol,1801,Suzuki,Samurai,12.25,43.0,3194,5.0,107
2876.0,775,diesel,2160,Mercedes,ML,77.41666667,188.33333330000002,3097,7.0,162
1518.6785710000001,963,petrol,1983,Opel,Kadett,13.31085714,53.33928571,3048,4.089285714,102
